書名,ISBN,位置,url
三體,1-57259-931-6,紅鎖,https://s.eslite.dev/upload/product/o/2680560621006/ec445323.jpg
三體,978-986-120-606-6,大書櫃,https://s2.eslite.dev/unsafe/fit-in/x900/s.eslite.dev/upload/product/o/2682342108002/20230304054820525514.jpg
七重外殼,7-5355-2950-X,活動新聞福利,https://piccdn3.umiwi.com/img/201909/18/201909181219341443944842.jpg
一級玩家,978-986-173-758-4,大書櫃,https://s2.eslite.dev/unsafe/fit-in/x900/s.eslite.dev/upload/product/o/2682110864000/20211228053216776627.jpg
一無所有,986-7399-17-X,艾波小姐,https://cdn.readmoo.com/cover/mz/pirqtqi_460x580.jpg?v=1586936705
一九八四,957-545-528-2,公關－會長－美工用具,https://cdn.readmoo.com/cover/bf/a5h9k7g_460x580.jpg?v=1594115658
Year's best SF8,006-106453-X,小書櫃（被遺忘的原文書）,https://upload.wikimedia.org/wikipedia/en/f/f3/Year%27s_Best_SF_8.jpg
Year's Best SF6,0-06-102055-9,小書櫃（被遺忘的原文書）,https://static.fnac-static.com/multimedia/images_produits/ZoomPE/1/5/5/9780061020551/tsp20100409231651/Year-s-best-sf6.jpg
Year's Best SF17,0-06-106143-3,小書櫃（被遺忘的原文書）,"https://m.media-amazon.com/images/I/515oLkBb-EL._AC_UF1000,1000_QL80_.jpg"
Year's Best SF13,978-0-06-125209-9,小書櫃（被遺忘的原文書）,"https://m.media-amazon.com/images/I/51D8ta0f3JL._AC_UF1000,1000_QL80_.jpg"
Year's Best SF12,978-0-06-125208-2,小書櫃（被遺忘的原文書）,https://upload.wikimedia.org/wikipedia/en/3/37/Year%27s_Best_SF_12.jpg
Year's best SF11,978-0-06-087341-7,小書櫃（被遺忘的原文書）,https://i.harperapps.com/hcanz/covers/9780061978371/y648.jpg
Year's Best SF10,0-06-057561-1,小書櫃（被遺忘的原文書）,"https://m.media-amazon.com/images/I/51i7MOlb+gL._AC_UF350,350_QL50_.jpg"
X檔案：幽浮奇案,957-9488-21-5,艾波小姐,https://cdn.readmoo.com/share/cover/nk/dlfozmq_460x580.jpg
Xenocide,0-812-50925-0,艾波小姐,https://upload.wikimedia.org/wikipedia/en/6/6f/Xenocide_cover.jpg
WWW.甦醒,978-986-262-109-7,大書櫃,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/056/73/0010567306_bc_01.jpg&v=50b4b785k&w=375&h=375
What if? 如果這樣，會怎樣？,978-986-320-667-5,大書櫃,https://s2.eslite.dev/unsafe/fit-in/x900/s.eslite.dev/upload/product/2682187631000/o/2682187631000-01.jpg
Vision of Space,0-8317-9189-6,艾波小姐,"https://m.media-amazon.com/images/I/41lpiuhzs6L._AC_UF1000,1000_QL80_.jpg"
